"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","month","day","hour","MLY-PRCP-NORMAL","meas_flag_MLY-PRCP-NORMAL","comp_flag_MLY-PRCP-NORMAL","years_MLY-PRCP-NORMAL"
"US1NESY0011","01"," 41.1770"," -96.0757"," 331.6","LA VISTA 2.0 WSW, NE US","01","99","99","    0.81"," ","E"," 4"
"US1NESY0011","02"," 41.1770"," -96.0757"," 331.6","LA VISTA 2.0 WSW, NE US","02","99","99","    0.99"," ","E"," 2"
"US1NESY0011","03"," 41.1770"," -96.0757"," 331.6","LA VISTA 2.0 WSW, NE US","03","99","99","    1.89"," ","E"," 4"
"US1NESY0011","04"," 41.1770"," -96.0757"," 331.6","LA VISTA 2.0 WSW, NE US","04","99","99","    3.43"," ","E"," 5"
"US1NESY0011","05"," 41.1770"," -96.0757"," 331.6","LA VISTA 2.0 WSW, NE US","05","99","99","    4.77"," ","E"," 3"
"US1NESY0011","06"," 41.1770"," -96.0757"," 331.6","LA VISTA 2.0 WSW, NE US","06","99","99","    4.83"," ","E"," 5"
"US1NESY0011","07"," 41.1770"," -96.0757"," 331.6","LA VISTA 2.0 WSW, NE US","07","99","99","    3.82"," ","E"," 5"
"US1NESY0011","08"," 41.1770"," -96.0757"," 331.6","LA VISTA 2.0 WSW, NE US","08","99","99","    3.82"," ","E"," 6"
"US1NESY0011","09"," 41.1770"," -96.0757"," 331.6","LA VISTA 2.0 WSW, NE US","09","99","99","    3.14"," ","E"," 5"
"US1NESY0011","10"," 41.1770"," -96.0757"," 331.6","LA VISTA 2.0 WSW, NE US","10","99","99","    2.74"," ","E"," 2"
"US1NESY0011","11"," 41.1770"," -96.0757"," 331.6","LA VISTA 2.0 WSW, NE US","11","99","99","    1.43"," ","E"," 4"
"US1NESY0011","12"," 41.1770"," -96.0757"," 331.6","LA VISTA 2.0 WSW, NE US","12","99","99","    1.37"," ","E"," 2"
